text,priority,category,is_fake
Urgent attention required for street light off in Sector 4.,High,Electricity,0
There is a suspicious activity at City Center.,Low,Safety,0
late night party reported by residents of Railway Station.,Low,Noise,0
lottery winner 207,Low,Spam,1
Urgent attention required for uneven surface in MG Road.,High,Roads,0
suspicious activity reported by residents of River Bank.,Low,Safety,0
Complaining about power cut near Suburbs.,High,Electricity,0
We are facing sewage overflow problems in Flyover.,Medium,Sanitation,0
Complaining about unlit area near City Center.,Low,Safety,0
late night party reported by residents of School Zone.,Low,Noise,0
"Severe garbage pile observed at Gandhi Nagar, urgent help needed.",High,Sanitation,0
Please fix the bus late near Bus Stand.,Low,Public Transport,0
Complaining about bus late near School Zone.,Low,Public Transport,0
The request information at Industrial Area is very dangerous.,High,General,0
There is a lost property at Underpass.,Low,General,0
The suspicious activity at MG Road is very dangerous.,High,Safety,0
"Severe road blocked observed at Sector 4, urgent help needed.",High,Traffic,0
We are facing bus late problems in Market Area.,Low,Public Transport,0
We are facing overcrowded bus problems in Flyover.,Low,Public Transport,0
There is a late night party at Sector 4.,Low,Noise,0
The dirty water at Central Park is very dangerous.,High,Water Supply,0
Complaining about dead animal near Bus Stand.,Medium,Sanitation,0
Urgent attention required for traffic jam in MG Road.,High,Traffic,0
The electric pole fell at Flyover is very dangerous.,High,Electricity,0
The unlit area at River Bank is very dangerous.,High,Safety,0
There is a bus stop broken at Market Area.,Low,Public Transport,0
The construction noise at River Bank is very dangerous.,High,Noise,0
We are facing garbage pile problems in Main St.,Medium,Sanitation,0
We are facing broken fence problems in Hospital Road.,Low,Safety,0
The unsafe crossing at Railway Station is very dangerous.,High,Safety,0
"Severe construction noise observed at Suburbs, urgent help needed.",High,Noise,0
"Severe bad road condition observed at Highway 66, urgent help needed.",High,Roads,0
click this link 268,Low,Spam,1
earn from home 807,Low,Spam,1
Urgent attention required for water leakage in MG Road.,High,Water Supply,0
There is a traffic signal broken at Industrial Area.,Low,Traffic,0
The unlit area at Flyover is very dangerous.,High,Safety,0
There is a broken fence at Gandhi Nagar.,Low,Safety,0
We are facing sewage overflow problems in Market Area.,Medium,Sanitation,0
"Severe street light off observed at City Center, urgent help needed.",High,Electricity,0
The dirty water at MG Road is very dangerous.,High,Water Supply,0
The no water supply at Gandhi Nagar is very dangerous.,High,Water Supply,0
"Severe no water supply observed at Central Park, urgent help needed.",High,Water Supply,0
There is a bus stop broken at Highway 66.,Low,Public Transport,0
There is a park maintenance at Sector 4.,Low,General,0
"Severe stray dogs observed at Suburbs, urgent help needed.",High,Safety,0
We are facing overcrowded bus problems in Main St.,Low,Public Transport,0
"Severe road blocked observed at MG Road, urgent help needed.",High,Traffic,0
"Severe low pressure observed at Hospital Road, urgent help needed.",High,Water Supply,0
pipe burst reported by residents of MG Road.,High,Water Supply,0
There is a illegal parking at 5th Avenue.,Low,Traffic,0
electric pole fell reported by residents of Gandhi Nagar.,High,Electricity,0
verify account 107,Low,Spam,1
bus stop broken reported by residents of Hospital Road.,Low,Public Transport,0
Complaining about pothole near Hospital Road.,Medium,Roads,0
"Severe bus late observed at Gandhi Nagar, urgent help needed.",High,Public Transport,0
"Severe wrong side driving observed at Market Area, urgent help needed.",High,Traffic,0
Please fix the rude conductor near Main St.,Low,Public Transport,0
Please fix the stray dogs near Industrial Area.,Low,Safety,0
buy watches 724,Low,Spam,1
Complaining about traffic jam near Main St.,Low,Traffic,0
Urgent attention required for dead animal in City Center.,High,Sanitation,0
Urgent attention required for dead animal in River Bank.,High,Sanitation,0
We are facing late night party problems in Sector 4.,Low,Noise,0
free money 723,Low,Spam,1
"Severe unlit area observed at Underpass, urgent help needed.",High,Safety,0
We are facing clogged drain problems in Sector 4.,Medium,Sanitation,0
"Severe construction noise observed at Sector 4, urgent help needed.",High,Noise,0
We are facing pipe burst problems in City Center.,High,Water Supply,0
Complaining about overcrowded bus near Sector 4.,Low,Public Transport,0
Please fix the lost property near Market Area.,Low,General,0
There is a general query at River Bank.,Low,General,0
There is a clogged drain at Central Park.,Medium,Sanitation,0
The park maintenance at Gandhi Nagar is very dangerous.,High,General,0
Complaining about wrong side driving near Market Area.,Low,Traffic,0
Please fix the broken fence near Gandhi Nagar.,Low,Safety,0
click this link 626,Low,Spam,1
"Severe unlit area observed at Main St, urgent help needed.",High,Safety,0
We are facing no water supply problems in Sector 4.,High,Water Supply,0
Urgent attention required for bad smell in Underpass.,High,Sanitation,0
power cut reported by residents of Bus Stand.,High,Electricity,0
Please fix the construction noise near River Bank.,Low,Noise,0
There is a uneven surface at Underpass.,Medium,Roads,0
Urgent attention required for rude conductor in Industrial Area.,High,Public Transport,0
Urgent attention required for overcrowded bus in Sector 4.,High,Public Transport,0
The power cut at Hospital Road is very dangerous.,High,Electricity,0
There is a traffic jam at Sector 4.,Low,Traffic,0
"Severe illegal parking observed at Highway 66, urgent help needed.",High,Traffic,0
The bus late at Flyover is very dangerous.,High,Public Transport,0
"Severe construction noise observed at Flyover, urgent help needed.",High,Noise,0
Please fix the manhole open near Hospital Road.,Medium,Roads,0
We are facing broken fence problems in Central Park.,Low,Safety,0
There is a suspicious activity at Bus Stand.,Low,Safety,0
dirty water reported by residents of River Bank.,High,Water Supply,0
clogged drain reported by residents of River Bank.,Medium,Sanitation,0
We are facing transformer spark problems in Industrial Area.,High,Electricity,0
Complaining about speed breaker issue near Industrial Area.,Medium,Roads,0
Urgent attention required for traffic jam in MG Road.,High,Traffic,0
general query reported by residents of MG Road.,Low,General,0
Complaining about general query near Suburbs.,Low,General,0
"Severe park maintenance observed at Gandhi Nagar, urgent help needed.",High,General,0
There is a overflowing dustbin at River Bank.,Medium,Sanitation,0
The unlit area at Suburbs is very dangerous.,High,Safety,0
Please fix the bad smell near River Bank.,Medium,Sanitation,0
There is a factory noise at MG Road.,Low,Noise,0
Urgent attention required for manhole open in 5th Avenue.,High,Roads,0
Urgent attention required for pothole in Main St.,High,Roads,0
Complaining about bus late near Hospital Road.,Low,Public Transport,0
"Severe request information observed at MG Road, urgent help needed.",High,General,0
The illegal parking at Highway 66 is very dangerous.,High,Traffic,0
The late night party at Flyover is very dangerous.,High,Noise,0
We are facing bad road condition problems in 5th Avenue.,Medium,Roads,0
We are facing bad smell problems in Suburbs.,Medium,Sanitation,0
sewage overflow reported by residents of MG Road.,Medium,Sanitation,0
Complaining about pipe burst near Central Park.,High,Water Supply,0
"Severe illegal parking observed at Central Park, urgent help needed.",High,Traffic,0
Urgent attention required for late night party in Hospital Road.,High,Noise,0
Please fix the lost property near Suburbs.,Low,General,0
Complaining about rude conductor near Underpass.,Low,Public Transport,0
Complaining about general query near Hospital Road.,Low,General,0
manhole open reported by residents of Underpass.,Medium,Roads,0
There is a general query at Flyover.,Low,General,0
Urgent attention required for sewage overflow in Hospital Road.,High,Sanitation,0
"Severe pothole observed at Main St, urgent help needed.",High,Roads,0
Please fix the pipe burst near Bus Stand.,High,Water Supply,0
wrong side driving reported by residents of MG Road.,Low,Traffic,0
There is a rude conductor at MG Road.,Low,Public Transport,0
Complaining about traffic signal broken near 5th Avenue.,Low,Traffic,0
Urgent attention required for road blocked in 5th Avenue.,High,Traffic,0
There is a bad smell at Underpass.,Medium,Sanitation,0
The low pressure at Market Area is very dangerous.,High,Water Supply,0
traffic signal broken reported by residents of Railway Station.,Low,Traffic,0
Please fix the transformer spark near School Zone.,High,Electricity,0
We are facing general query problems in Underpass.,Low,General,0
Urgent attention required for electric pole fell in River Bank.,High,Electricity,0
cheap meds 299,Low,Spam,1
Complaining about traffic jam near 5th Avenue.,Low,Traffic,0
Complaining about request information near Bus Stand.,Low,General,0
Urgent attention required for pothole in Flyover.,High,Roads,0
The overcrowded bus at City Center is very dangerous.,High,Public Transport,0
Urgent attention required for illegal parking in Gandhi Nagar.,High,Traffic,0
Complaining about request information near City Center.,Low,General,0
Urgent attention required for sewage overflow in Hospital Road.,High,Sanitation,0
Urgent attention required for pipe burst in Sector 4.,High,Water Supply,0
traffic jam reported by residents of Main St.,Low,Traffic,0
We are facing factory noise problems in MG Road.,Low,Noise,0
Complaining about overflowing dustbin near Suburbs.,Medium,Sanitation,0
general query reported by residents of School Zone.,Low,General,0
"Severe uneven surface observed at Market Area, urgent help needed.",High,Roads,0
We are facing unsafe crossing problems in Central Park.,Low,Safety,0
overflowing dustbin reported by residents of Underpass.,Medium,Sanitation,0
Please fix the lost property near Main St.,Low,General,0
There is a late night party at Flyover.,Low,Noise,0
Complaining about suspicious activity near Flyover.,Low,Safety,0
Urgent attention required for contaminated water in MG Road.,High,Water Supply,0
clogged drain reported by residents of MG Road.,Medium,Sanitation,0
"Severe contaminated water observed at Market Area, urgent help needed.",High,Water Supply,0
"Severe sewage overflow observed at Market Area, urgent help needed.",High,Sanitation,0
construction noise reported by residents of Gandhi Nagar.,Low,Noise,0
We are facing road blocked problems in Underpass.,Low,Traffic,0
"Severe clogged drain observed at Main St, urgent help needed.",High,Sanitation,0
"Severe late night party observed at Bus Stand, urgent help needed.",High,Noise,0
Please fix the unlit area near River Bank.,Low,Safety,0
Urgent attention required for construction noise in MG Road.,High,Noise,0
